Time,Desired_1,Sensor_1,PID_1,Desired_2,Sensor_2,PID_2,Desired_3,Sensor_3,PID_3,Desired_4,Sensor_4,PID_4,Desired_5,Sensor_5,PID_5,Desired_6,Sensor_6,PID_6,Thruster_1,Thruster_2,Thruster_3,Thruster_4,Thruster_5,Thruster_6,Thruster_7,Thruster_8
0.0,1.0,0.0,0.9469457747712254,0.0,0.0,-8.713637503583689e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1577238879055255e-17,1835.0,1165.0,1165.0,1835.0,1500.0,1500.0,1500.0,1500.0
0.1,1.0,0.5198570013636112,0.28892448322072073,0.0,-8.213321734421652e-17,1.0224751839403987e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.415381851094305e-18,2.061978686749615e-17,1602.0,1398.0,1398.0,1602.0,1500.0,1500.0,1500.0,1500.0
0.2,1.0,0.5249749359092087,0.518186234773375,0.0,-8.323282929508413e-17,-3.457895227641195e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.606915974561709e-18,1.705646087003546e-17,1683.0,1317.0,1317.0,1683.0,1500.0,1500.0,1500.0,1500.0
0.30000000000000004,1.0,0.5542304601686607,0.4846940868023451,0.0,-8.813824713455403e-17,-2.9460583125058544e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.072017102579594e-18,1.7505981780886542e-17,1671.0,1329.0,1329.0,1671.0,1500.0,1500.0,1500.0,1500.0
0.4,1.0,0.5788638933934642,0.46754418064536946,0.0,-9.075879677820445e-17,-2.839407780988458e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.706046174549295e-18,1.6966001502396925e-17,1665.0,1335.0,1335.0,1665.0,1500.0,1500.0,1500.0,1500.0
0.5,1.0,0.6004995933717859,0.4517318347601276,0.0,-9.442082267435324e-17,-2.51722492757096e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.170158478822303e-18,1.7669147015914386e-17,1660.0,1340.0,1340.0,1660.0,1500.0,1500.0,1500.0,1500.0
0.6000000000000001,1.0,0.6205902860648467,0.4371137553407955,0.0,-9.800997425516867e-17,-2.2556013213489985e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.62964126286019e-18,1.7989655813520103e-17,1655.0,1345.0,1345.0,1655.0,1500.0,1500.0,1500.0,1500.0
0.7000000000000001,1.0,0.6391667171176229,0.42324504423252574,0.0,-1.0152770171952587e-16,-1.9893731889077927e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.25810803383109e-18,1.745318224067858e-17,1650.0,1350.0,1350.0,1650.0,1500.0,1500.0,1500.0,1500.0
0.8,1.0,0.655423177694987,0.4115808115076395,0.0,-1.0497542640734237e-16,-1.7260534384779224e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.441235963625694e-18,1.7861527029887934e-17,1646.0,1354.0,1354.0,1646.0,1500.0,1500.0,1500.0,1500.0
0.9,1.0,0.6702416778511691,0.4003021457027179,0.0,-1.0726091618346429e-16,-1.577347940912412e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.79610452002439e-18,1.713990921562459e-17,1642.0,1358.0,1358.0,1642.0,1500.0,1500.0,1500.0,1500.0
1.0,1.0,0.6833722187846276,0.39111361680747614,0.0,-1.0840729952263438e-16,-1.503219268478072e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.708363377437147e-18,1.739765388514788e-17,1638.0,1362.0,1362.0,1638.0,1500.0,1500.0,1500.0,1500.0
1.1,1.0,0.6949876979908561,0.3827754479488342,0.0,-1.1062449502376201e-16,-1.2607447975362402e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.621497452747212e-18,1.739503639726046e-17,1635.0,1365.0,1365.0,1635.0,1500.0,1500.0,1500.0,1500.0
1.2000000000000002,1.0,0.7058148007330345,0.37464001584400863,0.0,-1.1170394314401014e-16,-1.1832063741455915e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26002045822399e-18,1.71018199059839e-17,1632.0,1368.0,1368.0,1632.0,1500.0,1500.0,1500.0,1500.0
1.3,1.0,0.7153119872749512,0.36785674444782207,0.0,-1.1385553543707238e-16,-9.426953411462299e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.902149196721136e-18,1.69345721434171e-17,1630.0,1370.0,1370.0,1630.0,1500.0,1500.0,1500.0,1500.0
1.4000000000000001,1.0,0.7240629513768373,0.36135751213708445,0.0,-1.1596431104350267e-16,-7.524817586051404e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.272370143619704e-18,1.647736040646177e-17,1628.0,1372.0,1372.0,1628.0,1500.0,1500.0,1500.0,1500.0
1.5,1.0,0.7323611570791727,0.3550646937416694,0.0,-1.1693749682495798e-16,-6.784322097551527e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.199828251437098e-18,1.6720663663646972e-17,1626.0,1374.0,1374.0,1626.0,1500.0,1500.0,1500.0,1500.0
1.6,1.0,0.7399370000601856,0.34953152475218047,0.0,-1.1679769101895535e-16,-6.6958328373594204e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.128009964629014e-18,1.671911039646619e-17,1624.0,1376.0,1376.0,1624.0,1500.0,1500.0,1500.0,1500.0
1.7000000000000002,1.0,0.7468048553380299,0.34446477673445025,0.0,-1.1775429253889913e-16,-4.971141825596279e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.05690806523184e-18,1.6716578709580342e-17,1622.0,1378.0,1378.0,1622.0,1500.0,1500.0,1500.0,1500.0
1.8,1.0,0.7528395047610374,0.3401180130225014,0.0,-1.1759823249818905e-16,-4.89030611393184e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.986515407281152e-18,1.6714082100852612e-17,1620.0,1380.0,1380.0,1620.0,1500.0,1500.0,1500.0,1500.0
1.9000000000000001,1.0,0.7583361433396424,0.33600413867684065,0.0,-1.174452780522891e-16,-4.335239655354702e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.916824916093522e-18,1.6709894270534455e-17,1619.0,1381.0,1381.0,1619.0,1500.0,1500.0,1500.0,1500.0
2.0,1.0,0.7637233988105331,0.3319182160495725,0.0,-1.1729536739986256e-16,-3.757508948075756e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.847829587555489e-18,1.670844938808884e-17,1617.0,1383.0,1383.0,1617.0,1500.0,1500.0,1500.0,1500.0
2.1,1.0,0.7680282981488221,0.3290358643698903,0.0,-1.182420651598263e-16,-2.03600816447607e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.055000044851691e-18,1.699465575364324e-17,1616.0,1384.0,1384.0,1616.0,1500.0,1500.0,1500.0,1500.0
2.2,1.0,0.7722475299902792,0.32577171166100377,0.0,-1.1916992363436676e-16,-8.149099359333293e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.260103976836364e-18,1.7158190893657394e-17,1615.0,1385.0,1385.0,1615.0,1500.0,1500.0,1500.0,1500.0
2.3000000000000003,1.0,0.7763827991180914,0.3224949907597653,0.0,-1.2007931772526386e-16,3.863559336188975e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.463161997099491e-18,1.7323477496493162e-17,1614.0,1386.0,1386.0,1614.0,1500.0,1500.0,1500.0,1500.0
2.4000000000000004,1.0,0.7795999337484906,0.3204843465770985,0.0,-1.1987698968334513e-16,4.269190607911182e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.388716956178423e-18,1.7192828534906093e-17,1613.0,1387.0,1387.0,1613.0,1500.0,1500.0,1500.0,1500.0
2.5,1.0,0.7821958189718986,0.3187424790172218,0.0,-1.1967868796946058e-16,9.887269075734898e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.315014504540543e-18,1.719060752118167e-17,1613.0,1387.0,1387.0,1613.0,1500.0,1500.0,1500.0,1500.0
2.6,1.0,0.7847400460793609,0.3167794946112315,0.0,-1.1948433245968236e-16,1.5503444142410272e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.242047234857751e-18,1.7188124757342383e-17,1612.0,1388.0,1388.0,1612.0,1500.0,1500.0,1500.0,1500.0
2.7,1.0,0.7872336430673845,0.3148575808646427,0.0,-1.192938446245487e-16,2.1137891662068647e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.169807813690046e-18,1.718575001037999e-17,1611.0,1389.0,1389.0,1611.0,1500.0,1500.0,1500.0,1500.0
2.8000000000000003,1.0,0.7896776174753466,0.31297166823985284,0.0,-1.1910714749733421e-16,2.677288455823776e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.098288980748488e-18,1.7183278076297627e-17,1611.0,1389.0,1389.0,1611.0,1500.0,1500.0,1500.0,1500.0
2.9000000000000004,1.0,0.7920729567925903,0.3111231993158848,0.0,-1.1892416564295128e-16,3.2409345607975365e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.027483548165524e-18,1.718076899790646e-17,1610.0,1390.0,1390.0,1610.0,1500.0,1500.0,1500.0,1500.0
3.0,1.0,0.7938634004295746,0.30999631615061046,0.0,-1.1874482512747058e-16,3.807736321011546e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.957384399772572e-18,1.717850762812744e-17,1610.0,1390.0,1390.0,1610.0,1500.0,1500.0,1500.0,1500.0
3.1,1.0,0.7956182142381829,0.3086433212155901,0.0,-1.1856905348824793e-16,4.37549374164285e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.887984490384841e-18,1.7176194928662394e-17,1609.0,1391.0,1391.0,1609.0,1500.0,1500.0,1500.0,1500.0
3.2,1.0,0.7967808788241535,0.30801751546665096,0.0,-1.1839677970464582e-16,4.9740901558301594e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.819276845093252e-18,1.7176615811132352e-17,1609.0,1391.0,1391.0,1609.0,1500.0,1500.0,1500.0,1500.0
3.3000000000000003,1.0,0.7979204063848633,0.30713374852790937,0.0,-1.1822793416933738e-16,5.563238057430934e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.751254558563447e-18,1.7175194358511167e-17,1609.0,1391.0,1391.0,1609.0,1500.0,1500.0,1500.0,1500.0
3.4000000000000004,1.0,0.799037257347115,0.306258013410139,0.0,-1.180624486601816e-16,6.132027334818453e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.683910794341777e-18,1.7172077800411624e-17,1608.0,1392.0,1392.0,1608.0,1500.0,1500.0,1500.0,1500.0
3.5,1.0,0.8001318829752179,0.30541393837753117,0.0,-1.17900256312658e-16,6.7038816678128234e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.617238784168217e-18,1.7169840015860783e-17,1608.0,1392.0,1392.0,1608.0,1500.0,1500.0,1500.0,1500.0
3.6,1.0,0.8012047255533215,0.30460488249337453,0.0,-1.1774129159285012e-16,7.306011271024983e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5512318272961396e-18,1.7170229374671633e-17,1608.0,1392.0,1392.0,1608.0,1500.0,1500.0,1500.0,1500.0
3.7,1.0,0.8022562185641208,0.3037756022886405,0.0,-1.1758549027096643e-16,7.876554535124383e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.485883289818861e-18,1.716687098534854e-17,1607.0,1393.0,1393.0,1607.0,1500.0,1500.0,1500.0,1500.0
3.8000000000000003,1.0,0.8032867868640052,0.3029789309466295,0.0,-1.1743278939538822e-16,8.447508937321922e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.421186604002917e-18,1.7164381678355318e-17,1607.0,1393.0,1393.0,1607.0,1500.0,1500.0,1500.0,1500.0
3.9000000000000004,1.0,0.8042968468547219,0.3022005584346309,0.0,-1.17283127267234e-16,9.020334503270612e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3571352676279875e-18,1.7162101669082552e-17,1607.0,1393.0,1393.0,1607.0,1500.0,1500.0,1500.0,1500.0
4.0,1.0,0.8052868066516233,0.301438724174857,0.0,-1.1713644341543008e-16,9.596376858903705e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2937228433333985e-18,1.7160025290974682e-17,1607.0,1393.0,1393.0,1607.0,1500.0,1500.0,1500.0,1500.0
4.1000000000000005,1.0,0.8062570662485664,0.3007096359382962,0.0,-1.1699267857227705e-16,1.0206617845893612e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2309429579711476e-18,1.716074119906925e-17,1606.0,1394.0,1394.0,1606.0,1500.0,1500.0,1500.0,1500.0
4.2,1.0,0.8066507892516841,0.3006377179828313,0.0,-1.1739858724470625e-16,1.1352554728053552e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.444266859397455e-18,1.744620610769436e-17,1606.0,1394.0,1394.0,1606.0,1500.0,1500.0,1500.0,1500.0
4.3,1.0,0.8070366771670399,0.3003475801548708,0.0,-1.177964183345541e-16,1.2273796403136943e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.655462854907034e-18,1.7607125832797377e-17,1606.0,1394.0,1394.0,1606.0,1500.0,1500.0,1500.0,1500.0
4.4,1.0,0.80741488591288,0.3000493165784174,0.0,-1.18186332585714e-16,1.3179962074027668e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.864552170361406e-18,1.7774178066134466e-17,1606.0,1394.0,1394.0,1606.0,1500.0,1500.0,1500.0,1500.0
4.5,1.0,0.807785568304678,0.2997634410763155,0.0,-1.1856848754327582e-16,1.4076637543520165e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.07155581989412e-18,1.7937474976910097e-17,1606.0,1394.0,1394.0,1606.0,1500.0,1500.0,1500.0,1500.0
4.6000000000000005,1.0,0.8081488741168792,0.2994834583704402,0.0,-1.1894303761718214e-16,1.4971379000714313e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.276494608022745e-18,1.8100640510675784e-17,1606.0,1394.0,1394.0,1606.0,1500.0,1500.0,1500.0,1500.0
4.7,1.0,0.8085049501434176,0.2992088113855835,0.0,-1.1931013414461774e-16,1.5863470286000598e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.479389131739788e-18,1.8263872436840942e-17,1606.0,1394.0,1394.0,1606.0,1500.0,1500.0,1500.0,1500.0
4.800000000000001,1.0,0.8088539402570278,0.29893962360916837,0.0,-1.1966992545115736e-16,1.6752780777438455e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.680259782582752e-18,1.8426988570192457e-17,1606.0,1394.0,1394.0,1606.0,1500.0,1500.0,1500.0,1500.0
